Product Type,Product Title,Variant Title,Variant ID,SKU,Price,Compare at Price,blue_1 Price,blue_2 Price,blue_3 Price,gold_1 Price,gold_2 Price,gold_3 Price,sage-1 Price,sage-10 Price,sage-100 Price,sage-101 Price,sage-102 Price,sage-103 Price,sage-104 Price,sage-105 Price,sage-106 Price,sage-108 Price,sage-109 Price,sage-11 Price,sage-110 Price,sage-111 Price,sage-112 Price,sage-113 Price,sage-114 Price,sage-115 Price,sage-116 Price,sage-12 Price,sage-123 Price,sage-126 Price,sage-130 Price,sage-132 Price,sage-133 Price,sage-134 Price,sage-139 Price,sage-14 Price,sage-140 Price,sage-143 Price,sage-147 Price,sage-148 Price,sage-149 Price,sage-15 Price,sage-150 Price,sage-151 Price,sage-157 Price,sage-16 Price,sage-160 Price,sage-161 Price,sage-163 Price,sage-164 Price,sage-166 Price,sage-169 Price,sage-17 Price,sage-170 Price,sage-173 Price,sage-174 Price,sage-175 Price,sage-176 Price,sage-178 Price,sage-179 Price,sage-18 Price,sage-181 Price,sage-182 Price,sage-184 Price,sage-186 Price,sage-187 Price,sage-188 Price,sage-189 Price,sage-192 Price,sage-195 Price,sage-2 Price,sage-200 Price,sage-204 Price,sage-206 Price,sage-209 Price,sage-21 Price,sage-211 Price,sage-215 Price,sage-216 Price,sage-22 Price,sage-220 Price,sage-221 Price,sage-224 Price,sage-225 Price,sage-229 Price,sage-23 Price,sage-231 Price,sage-232 Price,sage-234 Price,sage-236 Price,sage-238 Price,sage-239 Price,sage-24 Price,sage-241 Price,sage-242 Price,sage-244 Price,sage-245 Price,sage-246 Price,sage-247 Price,sage-249 Price,sage-256 Price,sage-257 Price,sage-259 Price,sage-260 Price,sage-263 Price,sage-265 Price,sage-266 Price,sage-269 Price,sage-27 Price,sage-270 Price,sage-272 Price,sage-273 Price,sage-275 Price,sage-279 Price,sage-28 Price,sage-284 Price,sage-285 Price,sage-286 Price,sage-29 Price,sage-290 Price,sage-296 Price,sage-3 Price,sage-30 Price,sage-300 Price,sage-301 Price,sage-304 Price,sage-306 Price,sage-307 Price,sage-31 Price,sage-310 Price,sage-311 Price,sage-312 Price,sage-313 Price,sage-318 Price,sage-319 Price,sage-325 Price,sage-329 Price,sage-33 Price,sage-330 Price,sage-331 Price,sage-332 Price,sage-333 Price,sage-334 Price,sage-336 Price,sage-34 Price,sage-343 Price,sage-345 Price,sage-349 Price,sage-351 Price,sage-352 Price,sage-354 Price,sage-355 Price,sage-356 Price,sage-358 Price,sage-36 Price,sage-362 Price,sage-363 Price,sage-365 Price,sage-366 Price,sage-367 Price,sage-37 Price,sage-370 Price,sage-371 Price,sage-372 Price,sage-373 Price,sage-375 Price,sage-376 Price,sage-377 Price,sage-38 Price,sage-383 Price,sage-384 Price,sage-387 Price,sage-39 Price,sage-390 Price,sage-396 Price,sage-397 Price,sage-398 Price,sage-4 Price,sage-40 Price,sage-401 Price,sage-403 Price,sage-404 Price,sage-41 Price,sage-410 Price,sage-413 Price,sage-42 Price,sage-420 Price,sage-422 Price,sage-423 Price,sage-425 Price,sage-426 Price,sage-427 Price,sage-43 Price,sage-431 Price,sage-432 Price,sage-433 Price,sage-438 Price,sage-442 Price,sage-446 Price,sage-451 Price,sage-452 Price,sage-453 Price,sage-454 Price,sage-455 Price,sage-456 Price,sage-457 Price,sage-458 Price,sage-46 Price,sage-462 Price,sage-465 Price,sage-466 Price,sage-47 Price,sage-477 Price,sage-478 Price,sage-479 Price,sage-48 Price,sage-480 Price,sage-482 Price,sage-484 Price,sage-488 Price,sage-49 Price,sage-491 Price,sage-493 Price,sage-494 Price,sage-496 Price,sage-499 Price,sage-500 Price,sage-501 Price,sage-502 Price,sage-503 Price,sage-53 Price,sage-56 Price,sage-57 Price,sage-58 Price,sage-6 Price,sage-60 Price,sage-61 Price,sage-62 Price,sage-63 Price,sage-64 Price,sage-65 Price,sage-66 Price,sage-67 Price,sage-69 Price,sage-7 Price,sage-71 Price,sage-75 Price,sage-76 Price,sage-77 Price,sage-78 Price,sage-79 Price,sage-80 Price,sage-81 Price,sage-82 Price,sage-83 Price,sage-84 Price,sage-85 Price,sage-86 Price,sage-87 Price,sage-89 Price,sage-9 Price,sage-91 Price,sage-92 Price,sage-93 Price,sage-94 Price,sage-95 Price,sage-99 Price,test-custom-1 Price,test-custom-2 Price,wholesale-club Price
Slush Puppie Manual Fill Premix,Slush Puppie No Sugar Strawberry Flavour Premix  2x 5L,Default Title,29877248360530,SU103011,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,48.3,78,68.95,82.58,68.31,84.54,47.5,68.31,68.28,78.04,45,69.37,70.19,71.3,62.76,60.2,50.03,59.18,30.62,75.44,61.12,98.2,55.39,,42.5,53.8,76.5,67.25,81.12,71.72,64.04,64,44.61,59.78,61.06,44.62,75.48,59.77,47.25,,61.27,65.47,83.82,67.25,74.66,77.2,55.12,89.66,,80.7,76.21,58.28,74.42,89.66,81.12,64.02,89.66,55.58,67.34,46.8,53.8,29.96,57.75,85.39,70.5,62.76,53.8,58.19,83.82,71.65,59.18,71.72,80.7,76.21,87.95,67.25,,54,25.67,59.77,48,87.95,63,76.85,98.2,87.95,100.87,76.12,85.18,88.62,70.36,89.66,62.76,101.14,76.85,89.66,76.21,85.39,59.78,64.56,89.66,,,51.24,75.58,78.37,80.32,59.78,72.58,51.74,79.16,85.3,80.7,56.09,65.81,64.04,85.39,71.72,67.24,60.3,66.41,49.32,62.76,55.05,51.24,76.85,76.85,64.04,66.84,44.83,67.24,50.86,59.78,50.26,89.66,78.86,30.62,85.39,64.04,42.7,39.5,76.21,68.4,85.39,,80.7,64.04,76.85,59.77,98.62,51.24,71.72,64.04,,,39.38,85.39,59.78,85.39,76.21,85.39,81.12,85.39,85.18,96.46,83.82,72.58,68.31,45.92,68.31,81.12,,85.39,81.72,85.39,,87.86,72.58,78.86,,81.12,82.59,,47.78,64.05,85.16,76.85,103.11,85.39,59.78,101.14,78.38,85.39,62.96,68.67,85.39,85.39,81.12,87.19,64.04,47.62,68.31,59.78,98.2,34.33,,73.52,93.29,,59.78,,76.85,72.58,51.87,46.03,72.58,81.12,85.39,85.18,93.29,85.39,76.48,59.78,75.32,58.3,57.17,55.14,53.35,52.17,76.54,68.14,,,67.24,66.18,87.42,,85.39,73.97,89.66,70.36,85.39,71.66,78,70.19,79.78,59.78,76.85,73.97,80.7,56.14,65.75,62.43,65.71,47.73,53.27,68.31,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie Wild Grape Flavour Premix -  No Sugar -  No Artificial Colours - No Artificial Flavours 2x 5L,Default Title,29877248196690,SU103028,85.39,,85.39,84.11,83.26,82.4,81.55,80.69,,67.84,,60.33,,,,,,,66.68,,,61.43,72.08,44.89,,,,,,,,,,62.76,47.07,,,,,65,,,,,,67.76,72.82,,,,,,,,,,,,,,,65.12,,52.3,,,,,,78.45,,,,,,,,73.34,,50.03,,58.84,,,52,,,,,,,,,76.46,,,78.45,78.45,,,,58.83,,,,,78.45,74.52,56.47,78.45,,,,,68.58,,,63.5,65.12,,,,,,,,62.76,,,,43.14,50.99,,44.83,,,,,39.23,58.83,,,68.73,,,,,,,,,,,,,,,,,44.83,,,,,,,52.3,74.71,,,,,74.53,,56.48,63.5,59.77,,53.55,70.97,,74.71,,,,76.89,,,,,,,,,,,90.22,,,,,,,,,,,,,41.67,,,,30.05,,,,,65.76,,,,45.4,,,,,,,62.9,45.82,,65.9,73.34,76.1,52.33,,,,56.48,,,,,76.49,,74.71,64.72,,,74.71,,68.25,,,,70.61,,,62.76,,,,47.3,,59.77,,,,
Slush Puppie Manual Fill Premix,Slush Puppie Wild Strawberry Flavour Premix - No Sugar -  No Artificial Colours - No Artificial Flavours  2x 5L,Default Title,29877248163922,SU103027,85.39,,85.39,84.11,83.26,82.4,81.55,80.69,,67.84,,60.33,,,,,,,66.68,,,61.43,72.08,44.89,,,,,,,,,,62.76,47.07,,,,,65,,,,,,67.76,72.82,,,,,,,,,,,,,,,65.12,,52.3,,,,,,78.45,,,,,,,,73.34,,50.03,,58.84,,,52,,,,,,,,,76.46,,,78.45,78.45,,,,58.83,,,,,78.45,74.52,56.47,78.45,,,,,68.58,,,63.5,65.12,,,,,,,,62.76,,,,43.14,50.99,,44.83,,,,,39.23,58.83,,,68.73,,,,,,,,,,,,,,,,,44.83,,,,,,,52.3,74.71,,,,,74.53,,56.48,63.5,59.77,,53.55,70.97,,74.71,,,,76.89,,,,,,,,,,,90.22,,,,,,,,,,,,,41.67,,,,30.05,,,,,65.76,,,,45.4,,,,,,,62.9,45.82,,65.9,73.34,76.1,52.33,,,,56.48,,,,,76.49,,74.71,64.72,,,74.71,,68.25,,,,70.61,,,62.76,,,,47.3,,59.77,,,,
Slush Puppie Popping Candy,Slush Puppie Popping Candy Box of 600,Default Title,31331131818121,SP201681,35.88,,35,34.48,34.13,33.78,33.43,33.08,35,48.3,35,68.95,35,35,35,35,35,35,78.04,45,35,70.19,71.3,62.76,35,35,35,35,35,35,35,35,,42.5,53.8,35,35,35,35,64.04,35,35,35,35,35,75.48,59.77,35,,35,35,35,35,35,35,35,35,,35,35,35,74.42,35,81.12,35,35,35,35,35,53.8,35,35,35,35,35,35,35,83.82,35,59.18,35,80.7,35,35,67.25,35,35,35,35,35,35,35,35,98.2,35,35,76.12,85.18,35,35,35,62.76,35,35,35,35,85.39,59.78,64.56,89.66,,,35,35,78.37,35,,72.58,51.74,35,35,35,35,35,35,35,71.72,35,35,35,49.32,62.76,35,51.24,35,35,35,35,44.83,67.24,35,35,50.26,35,78.86,35,35,35,35,35,35,35,35,35,35,35,35,35,35,51.24,35,35,35,35,35,35,59.78,85.39,35,35,81.12,85.39,85.18,35,83.82,72.58,68.31,35.88,68.31,81.12,35,85.39,35,35,,87.86,35,35,35,81.12,82.59,,35,35,35,76.85,103.11,85.39,59.78,35,35,35,35,35,85.39,85.39,35,35,35,47.62,35,35,35,34.33,,35,35,,59.78,35,35,35,51.87,35,35,81.12,35,85.18,35,85.39,76.48,35,75.32,58.3,57.17,55.14,35,35,35,68.14,,,35,35,87.42,,85.39,73.97,35,35,85.39,35,78,35,35,35,76.85,35,35,56.14,35,35,35,,35,68.31,35,,,
Slushy Jack's Bag-in-Box Premix,Slushy Jack's Blue Raspberry No Sugar Flavour 10L Auto Fill Premix,Default Title,34678439673993,SJ104301,88.49,,76.5,75.36,74.59,72.1,71.35,70.6,78.45,67.84,78.45,60.33,72.26,73.6,73.98,41.09,75.87,58.67,66.68,,60.69,61.43,72.08,44.89,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,62.76,47.07,66.82,58.84,64.04,52.5,65,68.29,39.04,76.46,78.45,39.2,67.76,72.82,52.5,,53.6,78.45,56.48,58.84,53.97,54.02,78.45,61.95,,58.84,66.7,51,65.12,78.45,52.3,78.45,78.45,78.45,78.45,78.45,,25.11,78.45,74.71,77.1,38.32,47.06,50.88,73.34,58.84,50.03,62.76,58.84,50.25,76.95,52,,19.68,22.03,61.43,42,76.95,63.5,58.84,76.46,76.95,88.24,78.45,78.45,77.54,61.56,64.4,58.83,88.49,78.45,62.76,78.45,78.45,74.52,56.47,78.45,,,47.07,34.21,68.58,78.45,52.3,63.5,65.12,74.71,74.71,70.61,49,57.27,67.24,74.71,62.76,78.45,68.49,47.07,43.14,50.99,78.45,44.83,67.24,74.71,59.77,72.96,39.23,58.83,52.62,56.04,68.73,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,44.83,62.76,56.03,,,,,52.3,74.71,66.7,74.71,,,74.53,81.62,56.48,63.5,59.77,38.17,53.55,70.97,,74.71,71.52,74.71,,76.89,63.5,56.04,,,,,69.38,,,,90.22,,,,,,70.98,,,,70.97,76.29,56.04,41.67,59.77,65.39,85.92,30.05,,64.32,81.62,,65.76,,57.63,,45.4,38.68,,,,,81.62,62.9,45.82,74.71,65.9,73.34,76.1,52.33,65.46,45.65,66.98,56.48,,,34.15,57.91,76.49,,74.71,64.72,78.45,61.56,74.71,66,68.25,61.43,75.83,56.04,70.61,64.72,70.61,62.76,69.73,76.46,58.05,,60.63,59.77,80.36,,,
Slushy Jack's Bag-in-Box Premix,Slushy Jack's Cherry No Sugar Flavour 10L Auto Fill Premix,Default Title,34678452682889,SJ104306,88.49,,76.5,75.36,74.59,72.1,71.35,70.6,78.45,,78.45,,72.26,73.6,73.98,41.09,75.87,58.67,,45.17,60.69,45.28,,,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,,,66.82,58.84,64.04,52.5,,68.29,39.04,76.46,78.45,39.2,,,52.5,,53.6,78.45,56.48,58.84,53.97,54.02,78.45,61.95,,58.84,66.7,51,,78.45,40.41,78.45,78.45,78.45,78.45,78.45,,25.11,78.45,74.71,77.1,38.32,47.06,50.88,,58.84,,62.76,,50.25,76.95,,,19.68,22.03,61.43,42,76.95,63.5,58.84,,76.95,88.24,47.54,47.54,77.54,61.56,64.4,47.54,88.49,78.45,62.76,78.45,47.54,42.79,,47.54,,,47.07,34.21,45.28,78.45,52.3,,,74.71,74.71,70.61,49,57.27,67.24,74.71,38.03,78.45,68.49,47.07,26.14,30.9,78.45,37.31,67.24,74.71,59.77,72.96,30.9,35.66,52.62,56.04,39.18,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,27.17,62.76,56.03,,,,,31.7,,66.7,74.71,45.28,,45.17,81.62,34.23,45.28,31.7,38.17,38.05,43.02,,36.22,71.52,74.71,,,63.5,56.04,,,,,69.38,,,,54.67,45.28,,,,,70.98,,45.28,,70.97,76.29,56.04,,59.77,65.39,85.92,,,64.32,81.62,,,,57.63,,45.28,38.68,,45.28,,,81.62,,33.96,74.71,,,,,65.46,45.65,66.98,,,,34.15,57.91,45.28,,45.28,,78.45,61.56,,66,,61.43,75.83,56.04,43.26,64.72,70.61,,69.73,76.46,58.05,,60.63,,80.36,,,
Slushy Jack's Bag-in-Box Premix,Slushy Jack's Cola No Sugar Flavour 10L Auto Fill Premix,Default Title,34678446817417,SJ104305,88.49,,76.5,75.36,74.59,72.1,71.35,70.6,78.45,,78.45,,72.26,73.6,73.98,41.09,75.87,58.67,54.52,59.49,60.69,36,57.55,56.06,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,62.63,56.36,66.82,58.84,64.04,52.5,34.44,68.29,39.04,76.46,78.45,39.2,57.69,,52.5,,53.6,78.45,56.48,58.84,53.97,54.02,78.45,61.95,,58.84,66.7,51,,78.45,50.69,78.45,78.45,78.45,78.45,78.45,62.63,25.11,78.45,74.71,77.1,38.32,47.06,50.88,60.57,58.84,42.4,62.76,53.25,50.25,76.95,46.99,,19.68,22.03,61.43,42,76.95,63.5,58.84,61.05,76.95,88.24,62.62,62.62,77.54,61.56,64.4,62.62,88.49,78.45,62.76,78.45,45.79,56.36,45.1,62.62,,,47.07,34.21,56.09,78.45,52.3,47.71,62.63,74.71,74.71,70.61,49,57.27,67.24,74.71,50.1,78.45,68.49,47.07,34.44,40.71,78.45,59.64,67.24,74.71,59.77,72.96,40.71,46.97,52.62,56.04,61.05,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,35.78,62.76,56.03,,,,,41.75,53.68,66.7,74.71,59.64,,59.51,81.62,60.57,59.64,41.75,38.17,56.36,56.66,,47.71,71.52,74.71,,,63.5,56.04,,64.01,,,69.38,,,,72.02,59.64,41.75,,,,70.98,,59.64,59.64,70.97,76.29,56.04,,59.77,65.39,85.92,,,64.32,81.62,,,,57.63,,55.2,38.68,,50.69,,,81.62,,44.73,74.71,,,60.69,,65.46,45.65,66.98,45.1,,,34.15,57.91,61.08,,59.64,,78.45,61.56,44.73,66,,61.43,75.83,56.04,,64.72,70.61,,69.73,76.46,58.05,,60.63,47.71,80.36,,,
Slushy Jack's Bag-in-Box Premix,Slushy Jack's Lemon & Lime No Sugar Flavour 10L Auto Fill Premix,Default Title,34678444720265,SJ104303,88.49,,76.5,75.36,74.59,72.1,71.35,70.6,78.45,39.32,78.45,38.26,72.26,73.6,73.98,41.09,75.87,58.67,38.32,41.75,60.69,34.42,40.46,39.32,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,41.76,39.56,66.82,58.84,64.04,52.5,36.41,68.29,39.04,76.46,78.45,39.2,40.49,43.94,52.5,,53.6,78.45,56.48,58.84,53.97,54.02,78.45,61.95,,58.84,66.7,51,36.49,78.45,35.57,78.45,78.45,78.45,78.45,78.45,43.95,25.11,78.45,74.71,77.1,38.32,47.06,50.88,42.51,58.84,30.78,62.76,43.95,50.25,76.95,32.98,,19.68,22.03,61.43,42,76.95,63.5,58.84,42.85,76.95,88.24,43.94,43.94,77.54,61.56,64.4,43.94,88.49,78.45,62.76,78.45,38.67,41.85,31.65,43.94,,,47.07,34.21,41.43,78.45,52.3,,43.95,74.71,74.71,70.61,49,57.27,67.24,74.71,35.15,78.45,68.49,47.07,23.02,28.56,78.45,34.49,67.24,74.71,59.77,72.96,28.56,32.96,52.62,56.04,36.21,78.45,40.08,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,25.11,62.76,56.03,,,,,29.3,,66.7,74.71,41.85,,41.83,81.62,31.65,41.85,29.3,38.17,39.56,39.76,,33.48,71.52,74.71,27.12,47.07,63.5,56.04,,,,,69.38,,,,50.54,41.85,,,,,70.98,,41.85,41.85,70.97,76.29,56.04,,59.77,65.39,85.92,,,64.32,81.62,,36.84,,57.63,,38.71,38.68,,41.85,,,81.62,,31.39,74.71,37.81,42.51,42.59,38.34,65.46,45.65,66.98,33.41,,,34.15,57.91,42.86,,41.85,36.26,78.45,61.56,32.98,66,38.24,61.43,75.83,56.04,39.54,64.72,70.61,40.65,69.73,76.46,58.05,,60.63,43.95,80.36,,,
Slushy Jack's Bag-in-Box Premix,Slushy Jack's Orange No Sugar Flavour 10L Auto Fill Premix,Default Title,34678446293129,SJ104304,88.49,,76.5,75.36,74.59,72.1,71.35,70.6,78.45,48.2,78.45,48.2,72.26,73.6,73.98,41.09,75.87,58.67,44.08,48.2,60.69,39.65,51.4,45.3,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,50.61,45.57,66.82,58.84,64.04,52.5,48.2,68.29,39.04,76.46,78.45,39.2,50,50.61,52.5,,53.6,78.45,56.48,58.84,53.97,54.02,78.45,61.95,,58.84,66.7,51,50.81,78.45,43.4,78.45,78.45,78.45,78.45,78.45,,25.11,78.45,74.71,77.1,38.32,47.06,50.88,48.97,58.84,45.55,62.76,43.02,50.25,76.95,41,,19.68,22.03,61.43,42,76.95,63.5,58.84,48.2,76.95,88.24,50.61,50.61,77.54,61.56,64.4,50.61,88.49,78.45,62.76,78.45,44.54,48.2,36.47,40.49,,,47.07,34.21,36.75,78.45,52.3,38.6,,74.71,74.71,70.61,49,57.27,67.24,74.71,40.53,78.45,68.49,47.07,27.82,32.86,78.45,48.2,67.24,74.71,59.77,72.96,32.86,38.01,52.62,56.04,50.61,78.45,46.08,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,28.9,62.76,56.03,,,,,33.7,50.61,66.7,74.71,48.2,48.2,48.11,81.62,36.75,48.2,50,38.17,45.58,45.8,,48.2,71.52,74.71,50,49.6,63.5,56.04,,48.11,48.2,,69.38,,,48.2,48.2,48.2,48.2,,,,70.98,,48.2,48.2,70.97,76.29,56.04,48.2,59.77,65.39,85.92,48.2,48.2,64.32,81.62,48.2,50,,57.63,,48.2,38.68,,48.2,,48.2,81.62,48.2,36.2,74.71,43.55,50,52.5,50.61,65.46,45.65,66.98,36.44,,,34.15,57.91,49.37,,48.2,41.78,78.45,61.56,37.99,66,44.06,61.43,75.83,56.04,50.61,64.72,70.61,50.63,69.73,76.46,58.05,,60.63,38.6,80.36,,,
Slushy Jack's Bag-in-Box Syrup,Slushy Jack's Strawberry No Sugar Flavour 10L Auto Fill Premix,Default Title,34678443507849,SJ104302,88.49,,76.5,75.36,74.59,72.1,71.35,70.6,78.45,67.84,78.45,60.33,72.26,73.6,73.98,41.09,75.87,58.67,66.68,,60.69,61.43,72.08,44.89,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,62.76,47.07,66.82,58.84,64.04,52.5,65,68.29,39.04,76.46,78.45,39.2,67.76,72.82,52.5,,53.6,78.45,56.48,58.84,53.97,54.02,78.45,61.95,,58.84,66.7,51,65.12,78.45,52.3,78.45,78.45,78.45,78.45,78.45,,25.11,78.45,74.71,77.1,38.32,47.06,50.88,73.34,58.84,50.03,62.76,58.84,50.25,76.95,52,,19.68,22.03,61.43,42,76.95,63.5,58.84,76.46,76.95,88.24,78.45,78.45,77.54,61.56,64.4,58.83,88.49,78.45,62.76,78.45,78.45,74.52,56.47,78.45,,,47.07,34.21,68.58,78.45,52.3,63.5,65.12,74.71,74.71,70.61,49,57.27,67.24,74.71,62.76,78.45,68.49,47.07,43.14,50.99,78.45,44.83,67.24,74.71,59.77,72.96,39.23,58.83,52.62,56.04,68.73,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,44.83,62.76,56.03,,,,,52.3,74.71,66.7,74.71,,,74.53,81.62,56.48,63.5,59.77,38.17,53.55,70.97,,74.71,71.52,74.71,,76.89,63.5,56.04,,,,,69.38,,,,90.22,,,,,,70.98,,,,70.97,76.29,56.04,41.67,59.77,65.39,85.92,30.05,,64.32,81.62,,65.76,,57.63,,45.4,38.68,,,,,81.62,62.9,45.82,74.71,65.9,73.34,76.1,52.33,65.46,45.65,66.98,56.48,,,34.15,57.91,76.49,,74.71,64.72,78.45,61.56,74.71,66,68.25,61.43,75.83,56.04,70.61,64.72,70.61,62.76,69.73,76.46,58.05,,60.63,59.77,80.36,,,
Slushy Jack's Cups,Slush Jack's 500ml Plastic Cup - Box of 600 (98mm Diameter),Default Title,34678498001033,SJ101104,89.90,,53.29,52.49,51.96,51.42,50.89,50.36,52.2,,,,49.32,,,39.77,39.77,,,82.67,46.82,50,,,42.25,,39.77,37.57,,,57.17,39.77,,,,,,43.5,,,,32.32,34.8,,37.5,,,31.5,,29.82,,40.09,41.77,31.5,37.28,,,,,,,,,74.58,,,,,,,37.57,,,51.31,,43.07,49.72,,,,,,37.28,51.2,69.62,,49.09,33.37,,,51.2,52.2,47.22,,51.2,58.72,87,87,51.59,40.96,41.76,87,58.89,46.98,48.72,41.41,71.47,78.3,62.13,87,,,41.02,34.45,83.12,52.2,29.82,66.28,,52.2,49.72,55.68,45.18,39.77,39.77,49.72,69.6,52.2,,31.32,47.87,56.53,52.2,82.87,44.75,49.72,39.77,,56.53,65.27,52.2,47.22,87,52.2,,37.57,,37.28,,44.54,47.34,,47.22,,50.11,37.28,49.72,39.77,89.9,49.7,44.56,32.32,,,28.36,,58,74.58,44.36,49.72,82.87,,82.63,56.16,66.82,82.87,58,39.77,62.12,78.7,,66.28,,42.25,,,42.25,,,82.63,,,,,89.9,,100.03,,58,49.07,,,47.22,,,82.87,44.75,,39.77,,39.77,,49.72,,,,54.31,,,,39.78,42.25,82.87,40.64,,78.7,,,57.17,74.58,62.13,49.72,,,,,,41.42,,66.82,,,36.68,,,,79.53,,52.2,51.42,62.13,,,,,,,,,,49.07,,,,,66.28,,,,
Slushy Jack's Cups,Slushy Jacks 300ml Plastic Cup - Box of 1000 (95mm Diameter),Default Title,39524206477449,SJ101108,98.82,,68.64,67.61,66.92,66.24,65.56,64.86,62.9,48.3,55.03,68.95,57.94,51.57,51.89,47.93,47.92,42.57,78.04,45,48.68,70.19,71.3,62.76,50.93,38.01,47.93,47.22,47.93,37.51,68.89,47.92,,42.5,53.8,62.92,47.18,52.42,69.49,64.04,52.15,43.39,41.93,55.03,47.93,75.48,59.77,55.03,,35.94,55.03,45.32,47.18,50.4,44.93,55.03,55.03,,49.53,46.78,55.03,74.42,55.03,81.12,55.03,55.03,55.03,55.03,55.03,55.09,47.22,55.03,50.32,54.1,38.53,51.89,59.9,83.82,50.32,59.18,62.9,80.7,44.93,61.69,67.25,,38.5,41.93,49.25,59.9,61.69,62.9,56.92,98.2,61.69,70.76,76.12,85.18,62.18,49.35,50.32,62.76,70.96,53.92,87.93,74.74,85.39,59.78,64.56,89.66,,,49.43,47.82,78.37,62.9,35.94,72.58,51.74,62.9,59.9,62.92,45.18,47.93,41.93,59.9,71.72,62.9,87.29,37.74,49.32,62.76,62.9,51.24,53.92,59.9,47.93,51.18,44.83,67.24,47.24,62.9,50.26,62.9,78.86,47.22,,44.93,,53.68,53.47,52.4,59.9,,56.63,44.93,59.9,44.93,98.82,51.24,50.32,38.94,,,49.53,,59.78,85.39,53.47,59.9,81.12,85.39,85.18,67.67,83.82,72.58,68.31,47.93,68.31,81.12,,85.39,62.9,50.93,,87.86,50.93,,,81.12,82.59,,,,98.82,76.85,103.11,85.39,59.78,78.83,59.9,59.9,56.93,,85.39,85.39,53.92,53.51,47.93,47.62,47.93,83.32,59.9,34.33,,45.13,65.44,,59.78,,53.92,50.93,51.87,48.99,,81.12,,85.18,68.89,85.39,76.48,62.9,75.32,58.3,57.17,55.14,51.07,49.92,55.03,68.14,,,46.57,46.43,87.42,,85.39,73.97,62.9,66.24,85.39,47.9,78,44.56,55.03,34.31,76.85,49.53,56.61,56.14,60,51.47,55.03,37.69,48.32,68.31,56.35,,,
Slushy Jack's Cups,Slushy Jacks 300ml Plastic Cup - Box of 720 (98mm Diameter),Default Title,34678497575049,SJ101103,71.15,,49.42,48.68,48.18,47.69,47.2,46.7,45.29,56.28,39.62,,41.72,37.13,37.36,34.51,34.5,30.65,54.76,,35.05,36,50.57,49.22,36.67,27.37,34.51,34,34.51,27.01,49.6,34.5,,55.03,49.53,45.3,33.97,37.74,50.03,37.81,37.55,31.24,30.19,39.62,34.51,50.68,62.9,39.62,,25.88,39.62,32.63,33.97,36.29,32.35,39.62,39.62,,35.66,33.68,39.62,45.67,39.62,53.92,39.62,39.62,39.62,39.62,39.62,68.64,34,39.62,36.23,38.95,27.74,37.36,43.13,60.82,36.23,37.32,45.29,64.19,32.35,44.42,47.18,,27.72,30.19,35.46,43.13,44.42,45.29,40.98,53.63,44.42,50.95,62.9,62.9,44.77,35.53,36.23,62.9,51.09,38.82,63.31,53.81,77.38,56.61,45.32,62.9,,,35.59,34.43,56.32,45.29,25.88,47.93,55.03,45.29,43.13,45.3,32.53,34.51,30.19,43.13,50.32,45.29,62.85,27.17,34.6,40.89,45.29,59.9,38.82,43.13,34.51,36.85,40.89,47.18,34.01,45.29,62.9,45.29,50.07,34,,32.35,,38.65,38.5,37.73,43.13,,40.77,32.35,43.13,32.35,71.15,35.94,36.23,28.04,,,35.66,,41.93,53.92,38.5,43.13,59.9,,59.78,48.72,45.32,59.9,41.93,34.51,56.63,56.92,,47.93,45.29,36.67,,97.97,36.67,,,59.78,,,,,71.15,,72.32,52.4,41.93,56.76,43.13,43.13,40.99,,52.4,52.4,38.82,38.53,34.51,,34.51,59.99,43.13,,,32.49,47.12,,,,38.82,36.67,55.43,35.27,,50.93,,,49.6,53.92,44.93,43.13,47.32,96.69,60.97,,36.77,35.94,39.62,45.29,,,33.53,33.43,61.35,,59.9,82.49,45.29,47.69,44.93,34.49,47.88,32.08,39.62,24.7,49.53,35.66,40.76,50.9,43.2,37.06,39.62,27.14,34.79,47.93,40.57,,,
